pickup_location,delivery_location,pickup_datetime,weight,service_type,synthetic_delivery_time_min,route_distance_km_synthetic,model_prediction_min
Perugia,Trapani,2026-02-14 14:26:00,2.84,Express,654.82,566.1,44.11
Palermo,Pescara,2026-06-12 14:53:00,2.6,Premium,574.29,487.9,41.49
Lecce,Torino,2026-07-07 19:02:00,3.9,Express,1146.79,1003.1,48.95
Genova,Catania,2026-03-15 20:38:00,0.73,Premium,1050.75,924.7,48.35
Sassari,Reggio Calabria,2026-06-02 10:45:00,4.37,Express,789.9,674.8,49.15
Napoli,Bari,2026-07-28 11:37:00,26.31,Premium,312.77,220.3,52.32
Sassari,Catania,2026-09-02 09:47:00,2.75,Express,780.55,667.2,41.71
Verona,Palermo,2026-06-05 10:08:00,2.76,Express,966.4,837.2,46.65
Genova,Bari,2026-03-07 13:08:00,5.05,Express,844.12,743.8,50.94
Catania,Torino,2026-07-14 20:54:00,9.49,Premium,1185.12,1042.5,51.2
Verona,Torino,2026-02-16 19:30:00,5.94,Premium,352.2,261.5,52.63
Pescara,Palermo,2026-02-07 19:46:00,0.66,Express,569.5,487.9,45.33
Firenze,Genova,2026-04-08 13:19:00,4.45,Premium,259.14,198.5,51.74
Pescara,Bari,2026-03-31 16:12:00,18.16,Premium,338.31,266.1,48.44
Palermo,Pescara,2026-02-09 17:07:00,4.64,Express,580.99,487.9,40.95
Trapani,Palermo,2026-01-15 10:24:00,1.34,Express,87.75,72.6,44.89
Firenze,Salerno,2026-09-16 13:28:00,3.65,Express,521.47,449.4,46.77
Verona,Pescara,2026-07-04 14:42:00,1.22,Express,474.73,419.7,47.02
Trapani,Bologna,2026-07-15 12:13:00,7.11,Express,824.96,726.4,47.39
Cagliari,Bologna,2026-01-19 13:37:00,1.54,Premium,704.61,614.1,50.3
Cagliari,Salerno,2026-08-06 13:10:00,3.16,Express,562.4,508.1,47.44
Palermo,Cagliari,2026-04-10 07:51:00,1.65,Express,437.81,387.8,42.39
Ancona,Trapani,2026-07-24 17:45:00,2.05,Express,736.8,628.1,47.46
Firenze,Bologna,2026-05-14 19:36:00,8.49,Express,133.52,80.4,48.91
Milano,Roma,2026-03-08 17:33:00,3.23,Express,549.02,476.9,43.15
Verona,Perugia,2026-03-13 20:04:00,2.03,Express,337.89,282.0,53.05
Verona,Milano,2026-02-08 13:02:00,1.35,Express,162.27,140.4,49.71
Cagliari,Bari,2026-08-15 07:46:00,0.81,Express,789.52,691.3,50.51
Torino,Palermo,2026-04-28 10:44:00,1.25,Express,1021.98,904.7,45.34
Bari,Cagliari,2026-08-01 18:57:00,3.24,Premium,801.69,691.3,45.49
Roma,Palermo,2026-08-15 08:56:00,5.96,Express,507.08,426.6,42.97
Sassari,Verona,2026-02-15 14:39:00,2.03,Express,663.42,559.6,41.67
Torino,Roma,2026-04-01 07:01:00,9.01,Express,604.23,524.1,44.16
Catania,Ancona,2026-02-03 11:31:00,1.82,Express,790.09,692.2,48.48
Torino,Sassari,2026-01-03 08:35:00,2.54,Premium,585.57,487.8,47.6
Bologna,Cagliari,2026-09-27 08:35:00,1.41,Express,699.82,614.1,44.97
Palermo,Roma,2026-06-30 09:18:00,6.0,Premium,502.11,426.6,40.18
Napoli,Pescara,2026-05-04 14:32:00,13.02,Premium,235.51,179.1,49.8
Genova,Firenze,2026-02-24 16:39:00,0.87,Express,245.43,198.5,49.2
Ancona,Milano,2026-06-11 11:02:00,2.35,Express,459.94,399.5,48.66
Salerno,Bologna,2026-05-29 18:27:00,7.27,Express,601.21,508.2,45.78
Genova,Verona,2026-03-02 12:29:00,1.09,Premium,254.34,198.5,48.25
Reggio Calabria,Catania,2026-01-05 17:19:00,4.46,Express,118.73,82.9,43.66
Milano,Genova,2026-05-09 14:24:00,7.05,Express,154.39,118.5,48.79
Lecce,Palermo,2026-05-19 17:07:00,3.17,Express,553.95,482.7,43.32
Torino,Reggio Calabria,2026-08-06 20:42:00,4.41,Express,1156.24,1017.4,52.86
Bari,Palermo,2026-04-18 20:55:00,10.29,Express,529.6,449.0,43.12
Roma,Palermo,2026-01-27 15:13:00,11.73,Express,515.6,426.6,42.73
Roma,Perugia,2026-08-29 20:28:00,2.87,Express,155.68,134.8,49.47
Lecce,Torino,2026-04-23 16:49:00,2.07,Premium,1138.76,1003.1,49.48
Firenze,Lecce,2026-07-17 10:45:00,1.58,Express,767.71,685.9,48.25
Ancona,Sassari,2026-01-12 20:05:00,5.94,Express,599.97,519.8,47.38
Trapani,Salerno,2026-01-10 09:01:00,1.15,Express,433.17,352.5,45.3
Trapani,Verona,2026-01-07 13:33:00,2.51,Premium,951.32,835.0,45.37
Catania,Trapani,2026-08-04 09:08:00,3.22,Express,276.07,231.2,47.14
Ancona,Salerno,2026-03-07 17:58:00,2.11,Premium,409.21,342.8,46.53
Bologna,Catania,2026-08-05 19:32:00,3.65,Express,947.66,837.3,43.4
Bari,Salerno,2026-09-15 18:27:00,18.06,Premium,252.63,183.1,43.65
Sassari,Roma,2026-07-01 08:25:00,2.76,Express,431.96,353.8,40.7
Torino,Firenze,2026-09-27 10:47:00,2.21,Express,354.63,317.5,46.77
Cagliari,Reggio Calabria,2026-09-11 11:45:00,6.11,Express,672.83,580.1,54.57
Roma,Firenze,2026-07-17 08:37:00,3.55,Premium,297.88,231.6,45.0
Cagliari,Palermo,2026-08-08 14:25:00,8.22,Premium,457.95,387.8,47.28
Lecce,Salerno,2026-06-14 07:28:00,3.37,Express,342.25,289.7,43.72
Perugia,Cagliari,2026-03-01 15:35:00,2.52,Express,576.05,511.8,43.96
Roma,Genova,2026-01-29 15:02:00,0.86,Express,472.49,402.1,48.13
Torino,Salerno,2026-04-15 15:20:00,0.97,Express,849.61,755.2,45.75
Ancona,Napoli,2026-05-10 19:46:00,0.83,Express,371.42,314.1,50.6
Cagliari,Verona,2026-04-06 18:00:00,3.91,Express,815.98,708.5,47.08
Firenze,Ancona,2026-01-28 10:38:00,1.16,Express,228.25,183.3,49.54
Genova,Roma,2026-05-18 15:00:00,7.22,Express,479.07,402.1,46.61
Verona,Sassari,2026-05-17 18:14:00,3.06,Premium,632.15,559.6,48.96
Salerno,Trapani,2026-09-18 18:54:00,2.53,Express,425.96,352.5,45.02
Genova,Cagliari,2026-09-18 16:00:00,1.66,Express,642.51,577.3,49.33
Verona,Bologna,2026-06-18 08:11:00,4.64,Express,152.84,109.2,49.32
Napoli,Lecce,2026-08-21 13:05:00,1.71,Express,388.48,333.9,51.3
Palermo,Lecce,2026-03-27 19:01:00,1.51,Express,563.08,482.7,42.56
Milano,Lecce,2026-09-22 08:02:00,6.89,Express,1071.37,925.2,45.65
Bologna,Pescara,2026-09-15 15:15:00,3.85,Express,388.26,323.4,43.54
Trapani,Reggio Calabria,2026-02-04 14:34:00,2.55,Express,314.8,272.4,52.49
Ancona,Napoli,2026-07-11 10:07:00,4.7,Express,360.99,314.1,50.44
Cagliari,Bari,2026-05-05 11:49:00,3.02,Express,788.25,691.3,50.42
Catania,Verona,2026-03-14 20:41:00,3.92,Express,1053.76,945.3,45.39
Firenze,Catania,2026-04-23 15:20:00,1.69,Express,866.61,767.6,46.6
Bologna,Bari,2026-09-05 20:09:00,12.78,Express,697.02,586.2,46.25
Ancona,Perugia,2026-09-10 13:35:00,2.0,Express,123.4,107.5,52.05
Reggio Calabria,Milano,2026-04-04 18:50:00,8.92,Express,1119.87,976.4,46.32
Verona,Pescara,2026-05-07 15:40:00,2.63,Express,480.4,419.7,46.96
Bologna,Torino,2026-05-21 19:45:00,5.28,Premium,390.96,295.2,49.29
Firenze,Bari,2026-07-20 11:34:00,5.02,Express,625.99,547.1,49.69
Palermo,Firenze,2026-05-11 12:20:00,6.7,Express,746.48,652.7,42.02
Trapani,Palermo,2026-04-19 07:33:00,1.67,Express,85.91,72.6,44.87
Reggio Calabria,Salerno,2026-09-10 10:11:00,6.37,Express,354.09,295.6,43.83
Salerno,Pescara,2026-04-12 08:56:00,10.93,Express,270.02,203.3,43.19
Perugia,Lecce,2026-03-14 09:33:00,2.5,Express,652.36,569.2,44.13
Milano,Pescara,2026-03-31 11:19:00,3.07,Express,610.55,522.1,44.32
Cagliari,Verona,2026-04-01 19:13:00,2.08,Express,821.0,708.5,47.16
Torino,Napoli,2026-06-01 12:17:00,2.35,Express,818.64,711.5,50.16
Sassari,Torino,2026-06-30 18:34:00,9.94,Express,581.58,487.8,46.92
Ancona,Salerno,2026-02-06 18:24:00,1.49,Express,413.51,342.8,46.1
Roma,Genova,2026-08-31 20:43:00,1.55,Express,462.99,402.1,48.1
Bari,Catania,2026-03-11 14:07:00,9.26,Express,521.8,429.6,43.31
Roma,Salerno,2026-02-01 18:52:00,4.65,Express,292.21,233.2,43.43
Sassari,Catania,2026-07-02 12:52:00,13.24,Express,777.28,667.2,41.28
Bologna,Genova,2026-02-27 15:51:00,2.19,Premium,234.48,191.5,48.71
Milano,Catania,2026-07-24 18:21:00,3.28,Premium,1157.81,1010.7,44.61
Bologna,Pescara,2026-09-16 08:59:00,1.89,Premium,399.49,323.4,44.08
Perugia,Firenze,2026-07-09 07:48:00,3.32,Express,159.97,117.7,43.77
Trapani,Reggio Calabria,2026-08-01 09:18:00,0.87,Express,322.17,272.4,52.56
Bari,Trapani,2026-05-16 17:05:00,4.85,Premium,603.21,506.4,45.59
Lecce,Sassari,2026-04-05 13:37:00,3.76,Express,923.55,812.8,45.16
Verona,Trapani,2026-06-17 10:55:00,2.88,Premium,958.66,835.0,48.89
Genova,Ancona,2026-04-08 17:44:00,2.28,Express,433.63,377.4,50.74
Bologna,Napoli,2026-08-28 07:12:00,1.6,Premium,538.65,470.2,48.66
Napoli,Catania,2026-05-09 09:25:00,4.99,Express,438.88,378.1,49.52
Palermo,Trapani,2026-05-17 13:34:00,1.32,Express,96.02,72.6,42.56
Reggio Calabria,Roma,2026-07-03 19:49:00,4.29,Express,580.42,499.5,42.65
Genova,Bari,2026-02-21 17:29:00,12.82,Express,865.71,743.8,50.62
Verona,Perugia,2026-06-03 16:34:00,8.49,Express,330.16,282.0,52.79
Palermo,Pescara,2026-07-25 16:57:00,1.05,Premium,559.69,487.9,41.55
Firenze,Napoli,2026-07-31 11:22:00,2.06,Express,461.97,408.7,51.3
Verona,Napoli,2026-03-03 13:16:00,4.03,Express,669.03,575.5,51.47
Trapani,Bari,2026-01-15 19:24:00,2.86,Express,599.75,506.4,48.2
Napoli,Bari,2026-02-23 17:12:00,1.13,Express,275.96,220.3,52.91
Ancona,Genova,2026-08-12 15:22:00,3.93,Express,438.16,377.4,50.54
Perugia,Sassari,2026-03-14 08:09:00,2.98,Express,467.74,412.8,44.18
Perugia,Torino,2026-01-16 17:15:00,11.46,Premium,529.77,433.9,48.08
Bologna,Salerno,2026-06-13 12:07:00,2.51,Express,573.77,508.2,43.69
Pescara,Ancona,2026-08-29 12:23:00,6.8,Express,181.95,140.6,48.15
Sassari,Salerno,2026-03-03 16:26:00,1.24,Premium,612.6,523.4,42.48
Bologna,Lecce,2026-01-12 12:30:00,1.46,Express,826.97,725.0,45.13
Roma,Milano,2026-02-08 15:01:00,4.97,Premium,570.0,476.9,46.47
Bologna,Trapani,2026-02-04 07:10:00,6.41,Express,827.01,726.4,44.92
Roma,Torino,2026-02-25 09:35:00,1.53,Express,606.5,524.1,48.81
Milano,Bari,2026-02-19 14:31:00,3.05,Express,904.67,786.3,47.39
Ancona,Lecce,2026-06-23 20:24:00,1.14,Express,607.06,528.9,47.51
Verona,Roma,2026-03-02 17:39:00,2.64,Express,487.18,411.9,45.8
Cagliari,Palermo,2026-05-30 12:50:00,5.39,Express,470.49,387.8,46.94
Perugia,Firenze,2026-04-20 20:33:00,2.21,Express,155.89,117.7,43.81
Cagliari,Palermo,2026-06-28 10:51:00,2.52,Express,445.81,387.8,47.06
Trapani,Torino,2026-06-28 19:29:00,1.36,Premium,1006.42,881.3,51.0
Roma,Catania,2026-06-11 12:38:00,1.91,Express,627.69,536.0,43.29
Sassari,Roma,2026-09-01 08:13:00,10.27,Premium,445.59,353.8,40.85
Milano,Roma,2026-02-23 07:02:00,3.16,Premium,557.9,476.9,43.61
Napoli,Torino,2026-05-24 20:43:00,1.49,Premium,819.59,711.5,55.63
Pescara,Firenze,2026-04-18 15:59:00,2.41,Premium,344.58,280.9,47.18
Salerno,Catania,2026-05-26 09:05:00,0.98,Express,427.82,353.6,43.45
Sassari,Palermo,2026-02-08 20:53:00,1.48,Express,584.13,504.1,41.61
Ancona,Palermo,2026-03-29 07:34:00,7.77,Express,708.86,611.7,45.44
Reggio Calabria,Milano,2026-09-14 11:41:00,2.72,Premium,1117.52,976.4,47.03
Bologna,Salerno,2026-08-07 17:29:00,11.27,Express,602.21,508.2,43.33
Firenze,Salerno,2026-04-27 07:44:00,2.81,Premium,544.68,449.4,47.26
Sassari,Catania,2026-01-31 19:40:00,2.93,Premium,765.39,667.2,42.16
Firenze,Salerno,2026-06-27 16:29:00,4.7,Express,522.5,449.4,46.72
Salerno,Catania,2026-03-24 20:17:00,0.46,Express,396.17,353.6,43.47
Napoli,Milano,2026-03-31 18:43:00,3.46,Express,762.67,657.4,52.43
Catania,Ancona,2026-01-27 18:32:00,2.9,Express,795.73,692.2,48.43
Genova,Salerno,2026-03-20 10:11:00,8.49,Express,733.3,632.9,47.82
Palermo,Verona,2026-02-28 09:52:00,5.89,Premium,974.5,837.2,41.12
Salerno,Milano,2026-01-10 10:23:00,1.36,Express,781.22,698.2,46.28
Pescara,Roma,2026-06-10 09:09:00,7.16,Express,209.61,154.0,44.21
Trapani,Bologna,2026-09-22 16:18:00,2.5,Premium,847.76,726.4,48.04
Torino,Pescara,2026-02-04 07:49:00,1.59,Express,670.11,598.4,45.63
Salerno,Lecce,2026-01-15 12:59:00,3.44,Premium,341.54,289.7,45.45
Pescara,Roma,2026-01-28 15:08:00,2.6,Express,199.67,154.0,44.39
Firenze,Trapani,2026-05-30 14:32:00,8.81,Premium,754.52,648.5,48.4
Milano,Palermo,2026-08-14 13:49:00,3.81,Express,1007.72,886.0,43.98
Bologna,Firenze,2026-03-26 10:07:00,3.46,Express,120.73,80.4,44.72
Lecce,Napoli,2026-02-02 08:31:00,5.64,Express,399.52,333.9,48.09
Trapani,Bologna,2026-01-27 20:50:00,6.45,Express,827.56,726.4,47.42
Milano,Firenze,2026-06-15 13:30:00,5.19,Express,293.78,248.8,45.39
Bologna,Bari,2026-04-08 15:19:00,8.1,Premium,683.03,586.2,46.9
Reggio Calabria,Pescara,2026-04-07 14:56:00,4.59,Premium,597.57,498.9,44.26
Verona,Genova,2026-03-07 12:09:00,3.37,Express,221.64,198.5,51.57
Torino,Catania,2026-09-02 17:07:00,7.14,Express,1185.12,1042.5,45.25
Firenze,Ancona,2026-04-13 12:16:00,2.82,Premium,217.19,183.3,49.93
Napoli,Torino,2026-07-13 12:47:00,3.07,Premium,832.22,711.5,55.56
Palermo,Sassari,2026-07-22 18:14:00,10.01,Express,596.94,504.1,42.28
Catania,Sassari,2026-01-17 11:27:00,9.34,Express,765.07,667.2,46.96
Firenze,Bari,2026-03-09 16:47:00,2.98,Premium,619.16,547.1,50.23
Catania,Genova,2026-09-02 16:19:00,2.18,Express,1044.08,924.7,50.34
Verona,Genova,2026-08-30 07:25:00,8.35,Express,254.79,198.5,51.37
Roma,Perugia,2026-04-23 16:34:00,5.25,Premium,183.24,134.8,49.83
Sassari,Bologna,2026-02-12 18:13:00,3.74,Express,561.32,475.9,44.26
Sassari,Bologna,2026-03-23 10:47:00,2.39,Premium,539.73,475.9,44.78
Verona,Firenze,2026-09-17 19:48:00,3.78,Express,237.98,186.8,48.08
Bologna,Verona,2026-07-03 07:16:00,2.95,Premium,150.19,109.2,43.81
Torino,Cagliari,2026-01-21 09:30:00,1.88,Premium,762.41,661.1,47.4
Bari,Trapani,2026-07-16 20:14:00,3.28,Premium,597.13,506.4,45.65
Napoli,Reggio Calabria,2026-02-10 18:58:00,3.61,Premium,412.46,326.9,57.54
Perugia,Trapani,2026-03-24 17:34:00,2.31,Premium,662.2,566.1,44.59
Lecce,Sassari,2026-05-12 15:27:00,5.65,Express,934.8,812.8,45.08
Bologna,Genova,2026-04-07 09:48:00,7.39,Premium,257.77,191.5,48.5
Cagliari,Sassari,2026-07-10 13:50:00,5.92,Premium,237.3,174.6,49.24
Sassari,Cagliari,2026-02-12 14:55:00,2.47,Express,233.99,174.6,43.2
Genova,Firenze,2026-08-28 08:15:00,5.09,Express,245.23,198.5,49.02
Genova,Catania,2026-06-12 15:19:00,3.17,Express,1055.89,924.7,47.79
Trapani,Bologna,2026-03-25 08:14:00,1.26,Express,850.01,726.4,47.64
Bologna,Bari,2026-09-19 08:45:00,4.8,Express,673.86,586.2,46.58
Trapani,Cagliari,2026-05-11 09:22:00,3.32,Express,389.09,325.7,46.43
Trapani,Bologna,2026-04-24 09:40:00,18.43,Express,856.86,726.4,46.92
Perugia,Lecce,2026-01-06 08:08:00,8.32,Express,671.62,569.2,43.89
Cagliari,Bari,2026-09-29 20:23:00,4.94,Express,787.93,691.3,50.34
Cagliari,Bari,2026-08-20 18:14:00,3.57,Premium,806.45,691.3,50.86
Firenze,Verona,2026-02-18 14:06:00,3.36,Express,237.01,186.8,46.45
Perugia,Bari,2026-09-16 12:09:00,1.49,Express,477.75,430.6,45.76
Cagliari,Bari,2026-08-06 09:40:00,0.89,Express,787.68,691.3,50.51
Napoli,Ancona,2026-04-25 20:17:00,1.63,Premium,378.18,314.1,53.04
Bologna,Torino,2026-09-11 18:09:00,2.9,Premium,372.87,295.2,49.39
Palermo,Napoli,2026-06-02 17:31:00,0.69,Express,366.72,313.4,45.67
Ancona,Sassari,2026-07-07 13:35:00,2.05,Express,602.2,519.8,47.54
Roma,Salerno,2026-02-20 07:23:00,2.52,Express,292.12,233.2,43.51
Bari,Perugia,2026-01-30 15:56:00,2.58,Express,497.85,430.6,49.81
Cagliari,Bari,2026-05-25 13:49:00,1.89,Premium,783.84,691.3,50.93
Cagliari,Salerno,2026-03-31 11:09:00,2.36,Express,592.88,508.1,47.47
Sassari,Ancona,2026-09-26 11:24:00,10.03,Express,622.8,519.8,44.33
Bari,Pescara,2026-01-24 07:48:00,4.77,Express,306.99,266.1,43.65
Milano,Pescara,2026-07-28 19:12:00,2.03,Express,611.49,522.1,44.36
Perugia,Torino,2026-06-14 09:18:00,2.86,Express,522.35,433.9,47.98
Palermo,Genova,2026-08-28 18:23:00,2.94,Express,912.53,791.1,45.66
Reggio Calabria,Pescara,2026-09-30 20:37:00,1.75,Express,555.44,498.9,43.92
Sassari,Milano,2026-08-26 07:38:00,1.75,Express,610.2,528.4,44.6
Lecce,Palermo,2026-04-13 15:43:00,6.09,Express,551.68,482.7,43.2
Sassari,Trapani,2026-07-09 07:56:00,2.24,Premium,520.1,455.8,43.82
Genova,Roma,2026-02-14 18:38:00,1.39,Express,456.6,402.1,46.85
Verona,Milano,2026-05-13 14:06:00,2.91,Express,188.3,140.4,49.64
Palermo,Milano,2026-03-15 07:18:00,3.26,Express,994.04,886.0,43.69
Roma,Reggio Calabria,2026-03-10 17:48:00,0.75,Premium,594.45,499.5,51.3
Torino,Genova,2026-06-05 17:42:00,2.92,Premium,181.15,122.4,50.67
Salerno,Cagliari,2026-02-04 19:56:00,5.51,Premium,609.47,508.1,45.2
Torino,Napoli,2026-06-05 13:47:00,4.11,Express,815.73,711.5,50.09
Palermo,Bari,2026-04-20 20:03:00,14.29,Premium,547.12,449.0,44.08
Ancona,Cagliari,2026-03-04 16:18:00,7.2,Express,707.44,611.3,47.09
Napoli,Milano,2026-06-03 14:21:00,8.27,Premium,758.26,657.4,52.69
Cagliari,Salerno,2026-07-24 12:00:00,21.3,Premium,611.05,508.1,47.14
Torino,Salerno,2026-06-16 11:06:00,5.1,Express,861.74,755.2,45.58
Catania,Firenze,2026-01-25 15:41:00,3.36,Express,869.63,767.6,46.81
Catania,Milano,2026-06-03 17:21:00,5.93,Express,1164.24,1010.7,48.23
Catania,Cagliari,2026-06-20 07:29:00,2.03,Express,642.62,554.0,47.03
Pescara,Salerno,2026-07-06 12:46:00,3.23,Premium,257.21,203.3,46.08
Perugia,Catania,2026-04-27 07:38:00,1.91,Express,747.8,663.3,42.51
Trapani,Salerno,2026-01-26 12:33:00,3.96,Premium,398.75,352.5,45.64
Milano,Sassari,2026-02-04 18:11:00,1.9,Premium,617.3,528.4,46.38
Firenze,Reggio Calabria,2026-04-01 16:40:00,1.85,Express,815.98,729.6,54.1
Ancona,Genova,2026-06-23 08:44:00,4.01,Express,446.0,377.4,50.54
Ancona,Verona,2026-07-21 17:02:00,2.72,Express,351.04,284.9,45.72
Lecce,Reggio Calabria,2026-07-03 07:11:00,0.78,Premium,392.07,330.4,51.54
Trapani,Pescara,2026-03-27 07:10:00,1.08,Express,606.89,513.6,45.21
Palermo,Torino,2026-05-01 19:46:00,1.34,Express,1040.1,904.7,46.43
Torino,Palermo,2026-01-13 07:27:00,1.62,Express,1042.78,904.7,45.32
Bologna,Bari,2026-08-06 10:43:00,4.01,Premium,687.53,586.2,47.07
Bari,Torino,2026-04-07 08:50:00,3.5,Express,1004.54,864.4,49.05
Sassari,Salerno,2026-05-20 15:09:00,6.32,Express,603.43,523.4,41.81
Bologna,Catania,2026-05-03 14:18:00,5.08,Premium,947.17,837.3,43.79
Bari,Genova,2026-03-20 18:44:00,6.35,Express,859.47,743.8,48.23
Milano,Salerno,2026-02-15 20:49:00,4.59,Express,795.51,698.2,44.35
Trapani,Catania,2026-09-18 17:26:00,3.47,Express,283.82,231.2,44.95
Reggio Calabria,Napoli,2026-02-02 13:32:00,6.48,Express,378.9,326.9,48.29
Bari,Reggio Calabria,2026-09-15 07:39:00,5.71,Express,418.31,350.6,50.96
Sassari,Reggio Calabria,2026-01-31 19:54:00,3.9,Express,770.61,674.8,49.17
Sassari,Trapani,2026-01-27 14:51:00,7.3,Express,518.06,455.8,43.16
Sassari,Bologna,2026-09-04 10:02:00,0.58,Express,534.44,475.9,44.39
Trapani,Firenze,2026-09-16 14:35:00,2.45,Express,737.86,648.5,46.31
Catania,Verona,2026-09-02 12:29:00,2.42,Express,1060.04,945.3,45.46
Verona,Perugia,2026-07-31 11:54:00,6.72,Express,337.17,282.0,52.86
Genova,Catania,2026-05-15 13:20:00,9.01,Premium,1069.96,924.7,48.0
Sassari,Firenze,2026-01-30 17:32:00,1.09,Premium,491.31,404.0,43.55
Perugia,Genova,2026-06-11 09:17:00,8.06,Express,381.47,313.2,47.05
Salerno,Perugia,2026-05-22 20:29:00,1.32,Premium,383.45,334.4,50.11
Pescara,Firenze,2026-07-20 07:52:00,1.35,Premium,331.43,280.9,47.23
Pescara,Firenze,2026-01-10 09:03:00,2.55,Express,347.54,280.9,46.72
Pescara,Milano,2026-01-22 16:28:00,2.4,Premium,615.55,522.1,48.71
Salerno,Pescara,2026-06-10 09:01:00,1.01,Premium,265.97,203.3,44.06
Roma,Cagliari,2026-08-22 17:53:00,4.73,Express,502.61,412.6,44.65
Bologna,Pescara,2026-09-12 17:17:00,4.83,Express,408.82,323.4,43.5
Sassari,Trapani,2026-06-05 13:01:00,6.27,Express,527.02,455.8,43.2
Palermo,Bologna,2026-04-11 13:21:00,2.21,Express,840.14,728.1,43.48
Genova,Torino,2026-05-09 20:59:00,2.92,Premium,157.75,122.4,53.76
Palermo,Reggio Calabria,2026-05-19 18:07:00,2.94,Express,265.21,200.3,48.36
Verona,Pescara,2026-06-19 15:50:00,9.78,Express,504.13,419.7,46.67
Torino,Reggio Calabria,2026-03-04 08:58:00,0.41,Express,1139.26,1017.4,53.03
Sassari,Perugia,2026-04-17 15:15:00,1.54,Premium,474.29,412.8,48.44
Napoli,Reggio Calabria,2026-05-28 07:33:00,3.01,Express,371.49,326.9,57.11
Salerno,Pescara,2026-08-21 10:31:00,1.4,Premium,233.21,203.3,44.05
Lecce,Bari,2026-08-08 16:46:00,2.5,Express,180.01,139.0,46.73
Reggio Calabria,Salerno,2026-07-25 12:42:00,2.75,Express,366.26,295.6,43.98
Pescara,Milano,2026-02-28 20:55:00,1.89,Express,593.31,522.1,48.28
Catania,Bari,2026-04-21 20:09:00,3.14,Express,506.59,429.6,48.73
Firenze,Milano,2026-06-01 08:19:00,4.66,Express,326.26,248.8,49.32
Bari,Milano,2026-09-22 19:22:00,2.54,Express,907.6,786.3,46.44
Bologna,Bari,2026-04-07 19:06:00,2.18,Express,682.38,586.2,46.69
Milano,Verona,2026-09-08 08:29:00,2.67,Express,185.58,140.4,44.1
Napoli,Catania,2026-07-24 12:23:00,2.98,Premium,452.9,378.1,50.06
Cagliari,Genova,2026-06-23 20:16:00,0.89,Premium,674.54,577.3,52.54
Milano,Roma,2026-07-11 07:14:00,4.14,Express,553.75,476.9,43.11
Pescara,Sassari,2026-08-05 07:49:00,2.19,Premium,594.52,507.6,47.59
Catania,Roma,2026-07-10 14:08:00,7.25,Express,621.92,536.0,44.32
Genova,Salerno,2026-07-03 20:20:00,4.54,Express,710.08,632.9,47.98
Lecce,Catania,2026-04-14 10:54:00,6.81,Express,494.2,413.1,43.33
Palermo,Sassari,2026-04-27 17:49:00,1.48,Express,577.44,504.1,42.63
Lecce,Sassari,2026-06-13 16:42:00,2.31,Premium,932.73,812.8,45.68
Roma,Napoli,2026-08-19 09:02:00,1.26,Express,246.62,188.3,48.04
Genova,Palermo,2026-06-27 11:01:00,1.83,Express,883.31,791.1,47.69
Milano,Ancona,2026-09-27 15:44:00,7.21,Express,461.57,399.5,46.91
Lecce,Salerno,2026-07-05 13:44:00,8.5,Express,368.89,289.7,43.5
Cagliari,Verona,2026-04-22 10:19:00,1.34,Express,804.38,708.5,47.19
Reggio Calabria,Napoli,2026-06-07 09:48:00,2.18,Express,379.26,326.9,48.47
Catania,Palermo,2026-06-20 14:48:00,2.84,Express,210.17,166.4,45.36
Firenze,Napoli,2026-08-25 18:35:00,4.52,Express,481.17,408.7,51.2
Salerno,Bari,2026-03-11 12:46:00,0.88,Express,201.61,183.1,46.68
Trapani,Pescara,2026-03-09 19:57:00,0.98,Premium,612.36,513.6,45.67
Reggio Calabria,Roma,2026-02-25 16:20:00,4.23,Express,568.18,499.5,42.66
Trapani,Salerno,2026-01-16 12:38:00,0.77,Express,411.99,352.5,45.31
Torino,Trapani,2026-07-04 16:53:00,2.19,Express,987.4,881.3,47.09
Napoli,Trapani,2026-09-20 13:17:00,3.36,Express,411.75,348.0,51.22
Salerno,Verona,2026-06-17 17:35:00,4.01,Express,715.58,611.8,43.25
Genova,Palermo,2026-01-17 20:45:00,2.72,Express,870.16,791.1,47.65
Napoli,Pescara,2026-04-10 18:01:00,2.32,Express,234.29,179.1,49.79
Palermo,Pescara,2026-09-04 08:59:00,5.42,Express,575.38,487.9,40.91
Verona,Catania,2026-01-15 08:00:00,3.66,Express,1097.97,945.3,46.77
Sassari,Roma,2026-06-17 18:19:00,1.91,Express,427.93,353.8,40.74
Napoli,Bologna,2026-05-01 18:51:00,3.08,Express,562.68,470.2,52.19
Reggio Calabria,Bari,2026-09-08 14:56:00,3.92,Express,404.35,350.6,46.91
Catania,Milano,2026-05-21 10:25:00,9.99,Express,1146.13,1010.7,48.07
Sassari,Palermo,2026-06-04 19:19:00,5.2,Premium,602.61,504.1,41.92
Perugia,Reggio Calabria,2026-07-17 13:16:00,7.02,Express,712.06,620.2,49.8
Palermo,Napoli,2026-08-13 11:05:00,1.96,Premium,387.59,313.4,46.08
Salerno,Palermo,2026-05-21 12:07:00,2.08,Express,361.32,309.4,43.25
Pescara,Trapani,2026-07-16 11:08:00,2.54,Express,578.25,513.6,47.04
Bari,Genova,2026-08-08 10:57:00,2.71,Express,835.23,743.8,48.38
Firenze,Napoli,2026-05-24 11:33:00,1.48,Premium,485.99,408.7,51.78
